JURISDICTION,YEAR,POPULATION,MURDER,RAPE,ROBBERY,AGG._ASSAULT,B_AND_E,LARCENY_THEFT,M_V_THEFT,GRAND_TOTAL,PERCENT_CHANGE,VIOLENT_CRIME_TOTAL,VIOLENT_CRIME_PERCENT,VIOLENT_CRIME_PERCENT_CHANGE,PROPERTY_CRIME_TOTALS,PROPERTY_CRIME_PERCENT,PROPERTY_CRIME_PERCENT_CHANGE,"OVERALL_CRIME_RATE_PER_100,000_PEOPLE","OVERALL_PERCENT_CHANGE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PER_100,000_PEOPLE","VIOLENT_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PER_100,000_PEOPLE","PROPERTY_CRIME_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","MURDER_PER_100,000_PEOPLE","RAPE_PER_100,000_PEOPLE","ROBBERY_PER_100,000_PEOPLE","AGG._ASSAULT_PER_100,000_PEOPLE","B_AND_E_PER_100,000_PEOPLE","LARCENY_THEFT_PER_100,000_PEOPLE","M_V_THEFT_PER_100,000_PEOPLE","MURDER__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","RAPE_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","ROBBERY_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","AGG._ASSAULT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","B_AND_E_RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","LARCENY_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE","M_V_THEFT__RATE_PERCENT_CHANGE_PER_100,000_PEOPLE",PERCENT_CHANGE_CALC,DIFFERENCE,CRIME_RATE,VIOLENT_RATIO
Anne Arundel County,1999,479474,7,117,541,2157,3495,13419,1418,21154,0.4749691270067524,2822,13.3,9.9,18332,86.7,-0.8,4411.9,-0.7,588.6,8.6,3823.4,-2.0,1.5,24.4,112.8,449.9,728.9,2798.7,295.7,-1.2,-1.2,-15.3,17.6,-2.0,-1.3,-8.4,0.4749691270067524,0.025030872993247577,0.044119180602076445,0.1334026661624279
Anne Arundel County,2000,489656,11,117,646,2610,3147,13402,1398,21331,0.8367211874822811,3384,15.9,19.9,17947,84.1,-2.1,4356.3,-1.3,691.1,17.4,3665.2,-4.1,2.2,23.9,131.9,533.0,642.7,2737.0,285.5,53.9,-2.1,16.9,18.5,-11.8,-2.2,-3.5,0.8367211874822811,-0.03672118748228104,0.043563236231150035,0.1586423515071961
Anne Arundel County,2001,496929,11,119,736,2932,3206,13747,1258,22009,3.178472645445596,3798,17.3,12.2,18211,82.7,1.5,4429.0,1.7,764.3,10.6,3664.7,0.0,2.2,23.9,148.1,590.0,645.2,2766.4,253.2,-1.5,0.2,12.3,10.7,0.4,1.1,-11.3,3.178472645445596,0.021527354554404354,0.044290029360331155,0.17256576854922986
Anne Arundel County,2002,504601,17,94,754,2742,3191,13501,1484,21783,-1.0268526511881482,3607,16.6,-5.0,18176,83.4,-0.2,4316.9,-2.5,714.8,-6.5,3602.1,-1.7,3.4,18.6,149.4,543.4,632.4,2675.6,294.1,52.2,-22.2,0.9,-7.9,-2.0,-3.3,16.2,-1.0268526511881482,0.02685265118814817,0.04316876106071926,0.16558784373135013
Anne Arundel County,2003,508071,24,93,753,2633,3107,13234,1441,21285,-2.2861864756920536,3503,16.5,-2.9,17782,83.5,-2.2,4189.4,-3.0,689.5,-3.5,3499.9,-2.8,4.7,18.3,148.2,518.2,611.5,2604.8,283.6,40.2,-1.7,-0.8,-4.6,-3.3,-2.6,-3.6,-2.2861864756920536,-0.013813524307946246,0.04189375107022444,0.16457599248296922
Anne Arundel County,2004,511140,16,110,767,2403,2986,12391,1631,20304,-4.608879492600426,3296,16.2,-5.9,17008,83.8,-4.4,3972.3,-5.2,644.8,-6.5,3327.5,-4.9,3.1,21.5,150.1,470.1,584.2,2424.2,319.1,-33.7,17.6,1.2,-9.3,-4.5,-6.9,12.5,-4.608879492600426,0.00887949260042653,0.03972297217983332,0.16233254531126873
Anne Arundel County,2005,512445,16,88,865,2198,3122,12288,1524,20101,-0.9998029944838449,3167,15.8,-3.9,16934,84.2,-0.4,3922.6,-1.3,618.0,-4.2,3304.5,-0.7,3.1,17.2,168.8,428.9,609.2,2397.9,297.4,-0.3,-20.2,12.5,-8.8,4.3,-1.1,-6.8,-0.9998029944838449,-0.000197005516155091,0.03922567299905356,0.1575543505298244
Anne Arundel County,2006,512277,23,110,943,2091,3420,12217,1654,20458,1.776031043231674,3167,15.5,0.0,17291,84.5,2.1,3993.5,1.8,618.2,0.0,3375.3,2.1,4.5,21.5,184.1,408.2,667.6,2384.8,322.9,43.8,25.0,9.1,-4.8,9.6,-0.5,8.6,1.776031043231674,0.02396895676832611,0.03993542556078059,0.1548049662723629
Anne Arundel County,2007,508164,20,90,910,2048,3412,13295,1667,21442,4.809854335712194,3068,14.3,-3.1,18374,85.7,6.3,4219.5,5.7,603.7,-2.3,3615.8,7.1,3.9,17.7,179.1,403.0,671.4,2616.3,328.0,-12.3,-17.5,-2.7,-1.3,0.6,9.7,1.6,4.809854335712194,-0.009854335712193851,0.04219503939673019,0.14308366756832386
Anne Arundel County,2008,511145,18,109,810,1994,3419,14302,1581,22233,3.6890215464975284,2931,13.2,-4.5,19302,86.8,5.1,4349.6,3.1,573.4,-5.0,3776.2,4.4,3.5,21.3,158.5,390.1,668.9,2798.0,309.3,-10.5,20.4,-11.5,-3.2,-0.4,6.9,-5.7,3.6890215464975284,0.01097845350247173,0.043496463821420535,0.13183106193496155
Anne Arundel County,2009,517763,16,95,746,2063,3067,12763,1134,19884,-10.565375792740516,2920,14.7,-0.4,16964,85.3,-12.1,3840.4,-11.7,564.0,-1.6,3276.4,-13.2,3.1,18.3,144.1,398.4,592.4,2465.0,219.0,-12.2,-14.0,-9.1,2.1,-11.4,-11.9,-29.2,-10.565375792740516,-0.03462420725948334,0.03840367117773962,0.1468517400925367
Anne Arundel County,2010,527278,18,113,661,2137,2860,11732,1236,18757,-5.667873667270163,2929,15.6,0.3,15828,84.4,-6.7,3557.3,-7.4,555.5,-1.5,3001.8,-8.4,3.4,21.4,125.4,405.3,542.4,2225.0,234.4,10.5,16.8,-13.0,1.7,-8.4,-9.7,7.0,-5.667873667270163,-0.03212633272983734,0.0355732649570056,0.1561550354534307
Anne Arundel County,2011,542753,15,91,597,1972,2259,11394,832,17160,-8.514154715572852,2675,15.6,-8.7,14485,84.4,-8.5,3161.7,-11.1,492.9,-11.3,2668.8,-11.1,2.8,16.8,110.0,363.3,416.2,2099.3,153.3,-19.0,-21.8,-12.3,-10.4,-23.3,-5.7,-34.6,-8.514154715572852,0.014154715572852083,0.03161659170930423,0.1558857808857809
Anne Arundel County,2012,549659,13,100,538,1630,2585,11299,888,17053,-0.6235431235431244,2281,13.4,-14.7,14772,86.6,2.0,3102.5,-1.9,415.0,-15.8,2687.5,0.7,2.4,18.2,97.9,296.5,470.3,2055.6,161.6,-14.4,8.5,-11.0,-18.4,13.0,-2.1,5.4,-0.6235431235431244,0.023543123543124378,0.031024689853163506,0.13375945581422624
Anne Arundel County,2013,555330,15,71,630,1603,2522,11272,677,16790,-1.5422506303876204,2319,13.8,1.7,14471,86.2,-2.0,3023.4,-2.5,417.6,0.6,2605.8,-3.0,2.7,12.8,113.4,288.7,454.1,2029.8,121.9,14.2,-29.7,15.9,-2.7,-3.4,-1.3,-24.5,-1.5422506303876204,0.04225063038762045,0.030234275115696974,0.138117927337701
Anne Arundel County,2014,561031,14,92,634,1523,2152,10620,702,15737,-6.271590232281121,2263,14.4,-2.4,13474,85.6,-6.9,2805.0,-7.2,403.4,-3.4,2401.6,-7.8,2.5,16.4,113.0,271.5,383.6,1892.9,125.1,-7.6,28.3,-0.4,-6.0,-15.5,-6.7,2.6,-6.271590232281121,-0.028409767718878598,0.0280501433967107,0.14380123276355086
Anne Arundel County,2015,563766,17,140,613,1425,2084,10201,629,15109,-3.990595412086162,2195,14.5,-3.0,12914,85.5,-4.2,2680.0,-4.5,389.3,-3.5,2290.7,-4.6,3.0,24.8,108.7,252.8,369.7,1809.4,111.6,20.8,51.4,-3.8,-6.9,-3.6,-4.4,-10.8,-3.990595412086162,-0.009404587913838025,0.026800126293533132,0.14527764908332783
Anne Arundel County,2016,566105,25,154,558,1575,1979,10025,622,14938,-1.131775762790388,2312,15.5,5.3,12626,84.5,-2.2,2638.7,-1.5,408.4,4.9,2230.3,-2.6,4.4,27.2,98.6,278.2,349.6,1770.9,109.9,46.5,9.5,-9.3,10.1,-5.4,-2.1,-1.5,-1.131775762790388,0.03177576279038785,0.026387330972169474,0.15477306198955684
Anne Arundel County,2017,572990,21,172,629,1433,1729,9388,667,14039,-6.0182085955281845,2255,16.1,-2.5,11784,83.9,-6.7,2450.1,-7.1,393.5,-3.6,2056.6,-7.8,3.7,30.0,109.8,250.1,301.8,1638.4,116.4,-17.0,10.3,11.4,-10.1,-13.7,-7.5,5.9,-6.0182085955281845,0.018208595528184546,0.02450130019721112,0.16062397606667142
Anne Arundel County,2018,573631,25,168,473,1382,1359,8445,688,12540,-10.67739867511931,2048,16.3,-9.2,10492,83.7,-11.0,2186.1,-10.8,357.0,-9.3,1829.1,-11.1,4.4,29.3,82.5,240.9,236.9,1472.2,119.9,18.9,-2.4,-24.9,-3.7,-21.5,-10.1,3.0,-10.67739867511931,-0.022601324880689333,0.021860743230404215,0.16331738437001594
Anne Arundel County,2019,577904,20,159,438,1220,1143,8742,659,12381,-1.2679425837320624,1837,14.8,-10.3,10544,85.2,0.5,2142.4,-2.0,317.9,-11.0,1824.5,-0.2,3.5,27.5,75.8,211.1,197.8,1512.7,114.0,-20.6,-6.1,-8.1,-12.4,-16.5,2.8,-4.9,-1.2679425837320624,-0.03205741626793768,0.021423973531936102,0.1483725062595913
Anne Arundel County,2020,581937,26,148,357,1286,1053,6937,626,10433,-15.733785639286001,1817,17.4,-1.1,8616,82.6,-18.3,1792.8,-16.3,312.2,-1.8,1480.6,-18.9,4.5,25.4,61.3,221.0,180.9,1192.1,107.6,29.1,-7.6,-19.1,4.7,-8.5,-21.2,-5.7,-15.733785639286001,0.03378563928600187,0.017928057504506503,0.1741589188152976
Baltimore City,1975,864100,259,463,9055,6309,15787,30936,7602,70411,,16086,22.8,-1.1,54325,77.2,-18.3,8148.5,-16.3,1861.6,-1.8,6286.9,-18.9,30.0,53.6,1047.9,730.1,1827.0,3580.1,879.8,29.1,-7.6,-19.1,4.7,-8.5,-21.2,-5.7,,,0.0814847818539521,0.22845862152220534
Baltimore City,1976,860974,200,460,7764,5788,15443,32711,5903,68269,-3.042138302253905,14212,20.8,-11.6,54057,79.2,-0.5,7929.3,-2.7,1650.7,-11.3,6278.6,-0.1,23.2,53.4,901.8,672.3,1793.7,3799.3,685.6,-22.5,-0.3,-13.9,-7.9,-1.8,6.1,-22.1,-3.042138302253905,0.042138302253905024,0.07929275448503671,0.20817647834302538
Baltimore City,1977,827494,171,499,7574,6075,15463,32315,6213,68310,0.06005654103620195,14319,21.0,0.8,53991,79.0,-0.1,8255.0,4.1,1730.4,4.8,6524.6,3.9,20.7,60.3,915.3,734.1,1868.7,3905.2,750.8,-11.0,12.9,1.5,9.2,4.2,2.8,9.5,0.06005654103620195,0.039943458963798056,0.0825504474956918,0.2096179183135705
Baltimore City,1978,781730,199,554,8103,5849,15969,33950,5909,70533,3.2542819499341347,14705,20.8,2.7,55828,79.2,3.4,9022.7,9.3,1881.1,8.7,7141.6,9.5,25.5,70.9,1036.5,748.2,2042.8,4342.9,755.9,23.2,17.5,13.2,1.9,9.3,11.2,0.7,3.2542819499341347,0.04571805006586516,0.09022680465122229,0.20848397204145577
Baltimore City,1979,790901,245,565,8492,6247,17054,35499,6807,74909,6.204188110529829,15549,20.8,5.7,59360,79.2,6.3,9471.3,5.0,1966.0,4.5,7505.4,5.1,31.0,71.4,1073.7,789.9,2156.3,4488.4,860.7,21.7,0.8,3.6,5.6,5.6,3.4,13.9,6.204188110529829,-0.004188110529828926,0.09471349764382647,0.20757185384933718
Baltimore City,1980,784554,216,566,10046,5805,17774,38116,5661,78184,4.371971325207924,16633,21.3,7.0,61551,78.7,3.7,9965.4,5.2,2120.1,7.8,7845.3,4.5,27.5,72.1,1280.5,739.9,2265.5,4858.3,721.6,-11.1,1.0,19.3,-6.3,5.1,8.2,-16.2,4.371971325207924,0.02802867479207638,0.0996540709753567,0.2127417374398854
Baltimore City,1981,797429,228,566,10737,6258,18604,37378,5331,79102,1.1741532794433684,17789,22.5,7.0,61313,77.5,-0.4,9919.6,-0.5,2230.8,5.2,7688.8,-2.0,28.6,71.0,1346.5,784.8,2333.0,4687.3,668.5,3.9,-1.6,5.2,6.1,3.0,-3.5,-7.3,1.1741532794433684,0.02584672055663151,0.09919629208368394,0.22488685494677757
Baltimore City,1982,798175,227,553,9357,6592,16501,36520,4462,74212,-6.181891734722256,16729,22.5,-6.0,57483,77.5,-6.2,9297.7,-6.3,2095.9,-6.0,7201.8,-6.3,28.4,69.3,1172.3,825.9,2067.3,4575.4,559.0,-0.5,-2.4,-12.9,5.2,-11.4,-2.4,-16.4,-6.181891734722256,-0.01810826527774445,0.0929771040185423,0.22542176467417668
Baltimore City,1983,805527,201,500,9176,6291,14690,34752,4470,70080,-5.567832695520936,16168,23.1,-3.4,53912,76.9,-6.2,8699.9,-6.4,2007.1,-4.2,6692.8,-7.1,25.0,62.1,1139.1,781.0,1823.7,4314.2,554.9,-12.3,-10.4,-2.8,-5.4,-11.8,-5.7,-0.7,-5.567832695520936,-0.032167304479063574,0.08699894603160416,0.23070776255707762
Baltimore City,1984,788604,215,566,8017,6830,14062,31768,5419,66877,-4.570490867579913,15628,23.4,-3.3,51249,76.6,-4.9,8480.4,-2.5,1981.7,-1.3,6498.7,-2.9,27.3,71.8,1016.6,866.1,1783.2,4028.4,687.2,9.3,15.6,-10.8,10.9,-2.2,-6.6,23.8,-4.570490867579913,-0.02950913242008646,0.08480428706930221,0.23368273098374628
Baltimore City,1985,771097,213,594,7794,6949,13988,31810,6027,67375,0.7446506272709597,15550,23.1,-0.5,51825,76.9,1.1,8737.6,3.0,2016.6,1.8,6720.9,3.4,27.6,77.0,1010.8,901.2,1814.0,4125.3,781.6,1.3,7.3,-0.6,4.1,1.7,2.4,13.7,0.7446506272709597,-0.0446506272709597,0.08737551825516116,0.23079777365491652
Baltimore City,1986,783542,240,660,8008,6369,14388,30796,6884,67345,-0.044526901669761365,15277,22.7,-1.8,52068,77.3,0.5,8594.9,-1.6,1949.7,-3.3,6645.2,-1.1,30.6,84.2,1022.0,812.8,1836.3,3930.4,878.6,10.9,9.3,1.1,-9.8,1.2,-4.7,12.4,-0.044526901669761365,0.044526901669761365,0.08594944495636482,0.22684683346944837
Baltimore City,1987,764893,226,595,7485,6030,13558,31270,7495,66659,-1.0186353849580554,14336,21.5,-6.2,52323,78.5,0.5,8714.8,1.4,1874.2,-3.9,6840.6,2.9,29.5,77.8,978.6,788.3,1772.5,4088.2,979.9,-3.5,-7.7,-4.3,-3.0,-3.5,4.0,11.5,-1.0186353849580554,0.01863538495805539,0.08714813705969332,0.21506473244423108
Baltimore City,1988,763880,237,519,7418,6592,14359,33531,8468,71124,6.69827030108463,14766,20.8,3.0,56358,79.2,7.7,9310.9,6.8,1933.0,3.1,7377.9,7.9,31.0,67.9,971.1,863.0,1879.7,4389.6,1108.6,5.0,-12.7,-0.8,9.5,6.0,7.4,13.1,6.69827030108463,0.0017296989153701148,0.09310886526679583,0.20760924582419438
Baltimore City,1989,763138,259,543,7986,6876,14446,34082,8188,72380,1.7659299252010596,15664,21.6,6.1,56716,78.4,0.6,9484.5,1.9,2052.6,6.2,7431.9,0.7,33.9,71.2,1046.5,901.0,1893.0,4466.0,1072.9,9.4,4.7,7.8,4.4,0.7,1.7,-3.2,1.7659299252010596,0.03407007479894042,0.09484523113774966,0.21641337386018236
Baltimore City,1990,736014,305,691,9491,7519,14867,36333,9939,79145,9.346504559270507,18006,22.8,15.0,61139,77.2,7.8,10753.2,13.4,2446.4,19.2,8306.8,11.8,41.4,93.9,1289.5,1021.6,2019.9,4936.5,1350.4,22.1,31.9,23.2,13.4,6.7,10.5,25.9,9.346504559270507,-0.04650455927050601,0.10753192194713687,0.2275064754564407
Baltimore City,1991,748099,304,702,10793,7295,16394,40406,10618,86512,9.308231726577798,19094,22.1,6.0,67418,77.9,10.3,11564.2,7.5,2552.3,4.3,9011.9,8.5,40.6,93.8,1442.7,975.1,2191.4,5401.2,1419.3,-1.9,0.0,11.9,-4.5,8.5,9.4,5.1,9.308231726577798,-0.00823172657779736,0.11564244839252559,0.22070926576659886
Baltimore City,1992,755517,335,754,12290,8481,16503,41836,11332,91531,5.801507305344922,21860,23.9,14.5,69671,76.1,3.3,12115.0,4.8,2893.4,13.4,9221.6,2.3,44.3,99.8,1626.7,1122.5,2184.3,5537.4,1499.9,9.1,6.4,12.8,15.1,-0.3,2.5,5.7,5.801507305344922,-0.0015073053449219387,0.12115015280926836,0.23882619003397756
Baltimore City,1993,732968,353,668,12408,8577,18076,42814,10672,93568,2.225475521954312,22006,23.5,0.7,71562,76.5,2.7,12765.6,5.4,3002.3,3.8,9763.3,5.9,48.2,91.1,1692.8,1170.2,2466.1,5841.2,1456.0,8.6,-8.7,4.1,4.2,12.9,5.5,-2.9,2.225475521954312,-0.025475521954311908,0.1276563233319872,0.23518724350205197
Baltimore City,1994,739180,321,639,11303,8748,16026,43636,13603,94276,0.7566689466484311,21011,22.3,-4.5,73265,77.7,2.4,12754.1,-0.1,2842.5,-5.3,9911.7,1.5,43.4,86.4,1529.1,1183.5,2168.1,5903.3,1840.3,-9.8,-5.1,-9.7,1.1,-12.1,1.1,26.4,0.7566689466484311,0.04333105335156895,0.12754132958142808,0.22286690143833002
Baltimore City,1995,712209,325,684,11397,9172,16705,46750,11210,96243,2.0864270864270784,21578,22.4,2.7,74665,77.6,1.9,13513.3,6.0,3029.7,6.6,10483.6,5.8,45.6,96.0,1600.2,1287.8,2345.5,6564.1,1574.0,5.1,11.1,4.7,8.8,8.2,11.2,-14.5,2.0864270864270784,0.013572913572921674,0.13513308593404463,0.2242033186829172
Baltimore City,1996,716446,333,643,10429,8216,14887,43177,11186,88871,-7.659777853973793,19621,22.1,-9.1,69250,77.9,-7.3,12404.4,-8.2,2738.7,-9.6,9665.8,-7.8,46.5,89.7,1455.7,1146.8,2077.9,6026.6,1561.3,1.9,-6.6,-9.0,-11.0,-11.4,-8.2,-0.8,-7.659777853973793,-0.040222146026207106,0.12404424059873319,0.22078068211227508
Baltimore City,1997,719587,313,480,8665,8072,12841,39581,8856,78808,-11.32315378469917,17530,22.2,-10.7,61278,77.8,-11.5,10951.8,-11.7,2436.1,-11.0,8515.7,-11.9,43.5,66.7,1204.2,1121.8,1784.5,5500.5,1230.7,-6.4,-25.7,-17.3,-2.2,-14.1,-8.7,-21.2,-11.32315378469917,0.02315378469916851,0.10951837651319438,0.222439346259263
Baltimore City,1998,662253,315,470,7718,7605,13279,36853,7375,73615,-6.589432544919294,16108,21.9,-8.1,57507,78.1,-6.2,11115.8,1.5,2432.3,-0.2,8683.5,2.0,47.6,71.0,1165.4,1148.4,2005.1,5564.8,1113.6,9.4,6.4,-3.2,2.4,12.4,1.2,-9.5,-6.589432544919294,-0.010567455080705557,0.11115842434839858,0.21881410038714935
Baltimore City,1999,650588,305,374,7462,10536,12386,37524,7255,75842,3.0251986687495735,18677,24.6,15.9,57165,75.4,-0.6,11657.5,4.9,2870.8,18.0,8786.7,1.2,46.9,57.5,1147.0,1619.5,1903.8,5767.7,1115.1,-1.4,-19.0,-1.6,41.0,-5.1,3.6,0.1,3.0251986687495735,-0.02519866874957355,0.11657454487325312,0.2462619656654624
Baltimore City,2000,651154,261,366,6634,8774,10751,32134,7871,66791,-11.934020727301498,16035,24.0,-14.1,50756,76.0,-11.2,10257.3,-12.0,2462.6,-14.2,7794.8,-11.3,40.1,56.2,1018.8,1347.5,1651.1,4934.9,1208.8,-14.5,-2.2,-11.2,-16.8,-13.3,-14.4,8.4,-11.934020727301498,0.03402072730149719,0.10257327759639041,0.24007725591771348
Baltimore City,2001,660826,256,299,5762,8520,10960,30457,8199,64453,-3.500471620427903,14837,23.0,-7.5,49616,77.0,-2.2,9753.4,-4.9,2245.2,-8.8,7508.2,-3.7,38.7,45.2,871.9,1289.3,1658.5,4608.9,1240.7,-3.4,-19.5,-14.4,-4.3,0.5,-6.6,2.6,-3.500471620427903,0.00047162042790294123,0.09753399533311341,0.23019874947636262
Baltimore City,2002,671028,253,179,4764,8667,8814,27301,6572,56550,-12.2616480225901,13863,24.5,-6.6,42687,75.5,-14.0,8427.4,-13.6,2065.9,-8.0,6361.4,-15.3,37.7,26.7,710.0,1291.6,1313.5,4068.5,979.4,-2.7,-41.0,-18.6,0.2,-20.8,-11.7,-21.1,-12.2616480225901,-0.03835197740990104,0.08427368157513547,0.24514588859416445
Baltimore City,2003,644554,270,208,4364,6385,7855,23307,6874,49263,-12.885941644562337,11227,22.8,-19.0,38036,77.2,-10.9,7643.0,-9.3,1741.8,-15.7,5901.1,-7.2,41.9,32.3,677.1,990.6,1218.7,3616.0,1066.5,11.1,21.0,-4.6,-23.3,-7.2,-11.1,8.9,-12.885941644562337,-0.01405835543766365,0.07642959317605662,0.2278992347197694
Baltimore City,2004,634279,276,182,4085,7199,8022,21819,6731,48314,-1.9263950632320448,11742,24.3,4.6,36572,75.7,-3.8,7617.2,-0.3,1851.2,6.3,5765.9,-2.3,43.5,28.7,644.0,1135.0,1264.7,3440.0,1061.2,3.9,-11.1,-4.9,14.6,3.8,-4.9,-0.5,-1.9263950632320448,0.02639506323204488,0.0761715270409394,0.24303514509251978
Baltimore City,2005,641097,269,162,3935,6943,7388,20132,6232,45061,-6.733038042803329,11309,25.1,-3.7,33752,74.9,-7.7,7028.7,-7.7,1764.0,-4.7,5264.7,-8.7,42.0,25.3,613.8,1083.0,1152.4,3140.2,972.1,-3.6,-11.9,-4.7,-4.6,-8.9,-8.7,-8.4,-6.733038042803329,0.033038042803329226,0.07028733561379948,0.25097090610505757
Baltimore City,2006,637556,276,139,4260,6196,7664,18846,6276,43657,-3.1157763920019566,10871,24.9,-3.9,32786,75.1,-2.9,6847.6,-2.6,1705.1,-3.3,5142.5,-2.3,43.3,21.8,668.2,971.8,1202.1,2956.0,984.4,3.2,-13.7,8.9,-10.3,4.3,-5.9,1.3,-3.1157763920019566,0.015776392001956463,0.06847555352000452,0.2490093226744852
Baltimore City,2007,624237,282,146,3926,5875,7431,17077,5821,40558,-7.0985179925326936,10229,25.2,-5.9,30329,74.8,-7.5,6497.2,-5.1,1638.6,-3.9,4858.6,-5.5,45.2,23.4,628.9,941.1,1190.4,2735.7,932.5,4.4,7.3,-5.9,-3.2,-1.0,-7.5,-5.3,-7.0985179925326936,-0.0014820074673060901,0.06497211796160753,0.25220671630751024
Baltimore City,2008,634549,234,137,4058,5703,7880,17635,5518,41165,1.4966221214063768,10132,24.6,-0.9,31033,75.4,2.3,6487.3,-0.2,1596.7,-2.6,4890.6,0.7,36.9,21.6,639.5,898.7,1241.8,2779.1,869.6,-18.4,-7.7,1.7,-4.5,4.3,1.6,-6.7,1.4966221214063768,0.0033778785936231515,0.06487284669899408,0.2461314223247905
Baltimore City,2009,638755,238,158,3726,5579,7856,17101,4632,39290,-4.554840276934291,9701,24.7,-4.3,29589,75.3,-4.7,6151.0,-5.2,1518.7,-4.9,4632.3,-5.3,37.3,24.7,583.3,873.4,1229.9,2677.2,725.2,1.0,14.6,-8.8,-2.8,-1.0,-3.7,-16.6,-4.554840276934291,-0.04515972306570859,0.06151028171990826,0.2469076100789005
Baltimore City,2010,639927,223,266,3361,5502,7646,16626,4421,38045,-3.168745227793335,9352,24.6,-3.6,28693,75.4,-3.0,5945.2,-3.3,1461.4,-3.8,4483.8,-3.2,34.8,41.6,525.2,859.8,1194.8,2598.1,690.9,-6.5,68.0,-10.0,-1.6,-2.9,-3.0,-4.7,-3.168745227793335,-0.03125477220666539,0.059452093754443866,0.24581416743330267
Baltimore City,2011,626848,197,341,3485,4905,8649,17397,4207,39181,2.98593770534894,8928,22.8,-4.5,30253,77.2,5.4,6250.5,5.1,1424.3,-2.5,4826.2,7.6,31.4,54.4,556.0,782.5,1379.8,2775.3,671.1,-9.8,30.9,5.9,-9.0,15.5,6.8,-2.9,2.98593770534894,0.014062294651060014,0.06250478584920108,0.22786554707638906
Baltimore City,2012,625474,216,317,3635,4657,7796,17849,3987,38457,-1.8478344095352317,8825,22.9,-1.2,29632,77.1,-2.1,6148.5,-1.6,1410.9,-0.9,4737.5,-1.8,34.5,50.7,581.2,744.6,1246.4,2853.7,637.4,9.9,-6.8,4.5,-4.8,-9.7,2.8,-5.0,-1.8478344095352317,0.04783440953523166,0.06148457010203462,0.22947707829523883
Baltimore City,2013,622671,233,298,3755,4471,7440,19329,4462,39988,3.9810697662324257,8757,21.9,-0.8,31231,78.1,5.4,6422.0,4.4,1406.4,-0.3,5015.7,5.9,37.4,47.9,603.0,718.0,1194.9,3104.2,716.6,8.4,-5.6,3.8,-3.6,-4.1,8.8,12.4,3.9810697662324257,0.0189302337675743,0.0642201098172229,0.21899069720916275
Baltimore City,2014,623513,211,245,3740,4236,6966,18419,4504,38321,-4.168750625187556,8432,22.0,-3.7,29889,78.0,-4.3,6146.0,-4.3,1352.3,-3.8,4793.6,-4.4,33.8,39.3,599.8,679.4,1117.2,2954.1,722.4,-9.6,-17.9,-0.5,-5.4,-6.5,-4.8,0.8,-4.168750625187556,-0.031249374812444053,0.06145982521615428,0.22003601158633648
Baltimore City,2015,621252,344,287,4378,4671,7803,18100,5541,41124,7.314527282690952,9680,23.5,14.8,31444,76.5,5.2,6619.5,7.7,1558.1,15.2,5061.4,5.6,55.4,46.2,704.7,751.9,1256.0,2913.5,891.9,63.6,17.6,17.5,10.7,12.4,-1.4,23.5,7.314527282690952,-0.014527282690952603,0.06619536033686813,0.23538566287326135
Baltimore City,2016,618385,318,299,5288,5210,7399,17278,5336,41128,0.0097266802840279,11115,27.0,14.8,30013,73.0,-4.6,6650.9,0.5,1797.4,15.4,4853.4,-4.1,51.4,48.4,855.1,842.5,1196.5,2794.1,862.9,-7.1,4.7,21.3,12.1,-4.7,-4.1,-3.3,0.0097266802840279,-0.0097266802840279,0.06650872838118647,0.27025384166504574
Baltimore City,2017,613217,342,385,5926,5874,8056,17365,5184,43132,4.872592880762494,12527,29.0,12.7,30605,71.0,2.0,7033.7,5.8,2042.8,13.7,4990.9,2.8,55.8,62.8,966.4,957.9,1313.7,2831.8,845.4,8.5,29.8,13.0,13.7,9.8,1.4,-2.0,4.872592880762494,0.027407119237506272,0.0703372541857124,0.2904340165074655
Baltimore City,2018,605436,309,367,5130,5415,6074,17102,4389,38786,-10.076045627376429,11221,28.9,-10.4,27565,71.1,-9.9,6406.3,-8.9,1853.4,-9.3,4552.9,-8.8,51.0,60.6,847.3,894.4,1003.2,2824.7,724.9,-8.5,-3.5,-12.3,-6.6,-23.6,-0.2,-14.2,-10.076045627376429,-0.02395437262357092,0.06406292324870011,0.2893054194812561
Baltimore City,2019,597239,348,325,4903,5610,5434,16650,3949,37219,-4.040117568194712,11186,30.1,-0.3,26033,69.9,-5.6,6231.8,-2.7,1873.0,1.1,4358.9,-4.3,58.3,54.4,820.9,939.3,909.9,2787.8,661.2,14.2,-10.2,-3.1,5.0,-9.3,-1.3,-8.8,-4.040117568194712,0.04011756819471213,0.062318435333258544,0.30054542034982135
